TicketID,Status,ChangeDate,ActionType
T0001183,Open,2024-10-29 05:26:48.524794,Created
T0004380,Closed,2025-09-26 01:11:43.016086,Closed
T0004080,In Progress,2025-08-27 03:20:24.118526,Status Change
T0002866,Resolved,2025-04-24 15:21:52.954357,Status Change
T0002496,Pending User,2025-03-16 10:23:11.719426,status change
T0003579,Open,2025-07-03 00:28:48.524794,Assigned
T0001793,Resolved,2025-01-01 23:38:57.228481,Status Change
T0000297,Pending User,2024-08-01 03:40:34.120221,Status Change
T0001095,Pending User,2024-10-20 06:54:54.182831,Status Change
T0000727,Open,2024-09-10 03:39:48.524794,Assigned
T0000061,Open,2024-07-06 02:53:48.524794,Assigned
T0003271,Open,2025-06-01 14:18:48.524794,Created
T0003067,Closed,2025-05-13 04:19:36.506069,Closed
T0000812,Open,2024-09-19 16:12:48.524794,Assigned
T0001703,In Progress,2024-12-24 12:04:50.418216,Reassigned
T0000855,In Progress,2024-09-24 22:35:58.194698,Status Change
T0003200,In Progress,2025-05-26 15:08:54.549641,Reassigned
T0000938,Open,2024-10-02 05:15:48.524794,Created
T0001259,Open,2024-11-06 03:36:48.524794,Assigned
T0004370,Open,2025-09-25 03:18:48.524794,Created
T0004191,In Progress,2025-09-09 20:29:12.044070,Reassigned
T0001601,Open,2024-12-12 00:59:48.524794,Assigned
T0004434,Open,2025-10-01 22:05:48.524794,Assigned
T0002574,Pending User,2025-03-24 07:49:13.817540,Status Change
T0004772,Open,2025-11-07 09:42:48.524794,Created
T0003485,Open,2025-06-24 13:32:48.524794,Assigned
T0002937,Open,2025-04-30 17:27:48.524794,Created
T0002580,Open,2025-03-22 18:03:48.524794,Created
T0001239,In Progress,2024-11-05 20:30:36.665824,Status Change
T0002892,Pending User,2025-04-26 19:32:28.369162,Status Change
T0000114,Closed,2024-07-12 13:32:35.801950,Closed
T0004631,Pending User,2025-10-22 22:36:58.712871,Status Change
T0001231,Closed,2024-11-03 07:52:57.083670,Closed
T0002845,Pending User,2025-04-21 04:49:34.941249,Status Change
T0002820,Open,2025-04-18 04:56:48.524794,Assigned
T0003077,Open,2025-05-14 13:37:48.524794,Assigned
T0003092,Open,2025-05-16 03:32:48.524794,Assigned
T0001635,Pending User,2024-12-16 09:14:19.593067,Status Change
T0002906,Resolved,2025-04-29 23:24:18.708961,Status Change
T0004054,Open,2025-08-23 04:30:48.524794,Assigned
T0003449,Open,2025-06-20 18:55:48.524794,Created
T0001118,Pending User,2024-10-22 04:13:33.111266,Status Change
T0004991,Open,2025-11-30 21:27:48.524794,Assigned
T0000133,Pending User,2024-07-14 03:23:06.932462,Status Change
T0004136,Pending User,2025-09-02 15:36:52.936176,Status Change
T0002683,Open,2025-04-02 23:48:48.524794,Assigned
T0005099,Resolved,2025-12-13 01:36:21.119018,Status Change
T0000340,in progress,2024-08-04 12:50:06.707351,STATUS CHANGE
T0001264,Open,2024-11-06 14:17:48.524794,Assigned
T0003431,Open,2025-06-19 19:00:48.524794,Created
T0000853,Open,2024-09-24 09:12:48.524794,Assigned
T0004411,Closed,2025-09-29 13:16:21.685911,Closed
T0001334,Closed,2024-11-13 08:17:32.378811,Closed
T0000819,Pending User,2024-09-21 19:22:00.695788,Status Change
T0000621,Resolved,2024-09-01 17:05:20.110758,Status Change
T0000970,Open,2024-10-05 12:46:48.524794,Created
T0000028,In Progress,2024-07-04 13:35:43.853842,Reassigned
T0001252,Open,2024-11-05 08:06:48.524794,Assigned
T0000862,Open,2024-09-24 22:04:48.524794,Assigned
T0002909,Open,2025-04-27 05:20:48.524794,Created
T0002201,Pending User,2025-02-11 08:48:13.176999,Status Change
T0003643,Resolved,2025-07-10 07:03:19.700765,Status Change
T0002480,Open,2025-03-12 16:59:48.524794,Assigned
T0005118,IN PROGRESS,2025-12-14 02:30:39.075684,Reassigned
T0005048,Closed,2025-12-06 02:06:40.716093,Closed
T0000012,Open,2024-06-30 15:09:48.524794,Created
T0000900,Closed,2024-09-29 10:11:43.236087,Closed
T0003112,In Progress,2025-05-18 12:30:30.258767,Status Change
T0004938,Resolved,2025-11-26 01:40:11.870319,Status Change
T0004609,Resolved,2025-10-20 01:41:50.049204,Status Change
T0002769,In Progress,2025-04-15 01:47:27.662776,Status Change
T0000063,Closed,2024-07-06 07:15:27.662591,Closed
T0003434,In Progress,2025-06-20 18:30:27.067959,Status Change
T0004160,In Progress,2025-09-05 22:15:28.028139,Status Change
T0003549,Resolved,2025-07-01 18:10:23.941456,Status Change
T0001615,Open,2024-12-13 14:48:48.524794,Created
T0003247,Open,2025-05-30 14:40:48.524794,Created
T0005113,Open,2025-12-12 09:36:48.524794,Assigned
T0001094,Pending User,2024-10-19 12:33:28.947378,Status Change
T0003514,in progress,2025-06-28 05:35:23.422372,Reassigned
T0002412,Pending User,2025-03-05 18:46:56.312155,Status Change
T0001384,Open,2024-11-19 08:32:48.524794,Assigned
T0004576,Open,2025-10-16 10:56:48.524794,Assigned
T0000214,Open,2024-07-21 10:43:48.524794,Assigned
T0003186,Open,2025-05-24 19:00:48.524794,Created
T0004414,Open,2025-09-29 10:31:48.524794,Assigned
T0000121,Pending User,2024-07-13 10:09:47.997820,Status Change
T0002279,Open,2025-02-18 05:59:48.524794,Created
T0004556,Closed,2025-10-16 13:15:04.621793,Closed
T0001432,Open,2024-11-24 07:42:48.524794,Created
T0002235,Open,2025-02-14 09:34:48.524794,Assigned
T0000320,Resolved,2024-08-02 00:00:05.584155,Status Change
T0002338,Closed,2025-02-26 01:54:32.010614,Closed
T0001293,In Progress,2024-11-11 23:07:39.221014,Status Change
T0003519,Resolved,2025-06-28 02:38:35.196901,Status Change 
T0004447,Open,2025-10-03 14:51:48.524794,Assigned
T0000416,In Progress,2024-08-10 23:19:52.817656,Status Change
T0004957,Resolved,2025-11-29 13:42:33.321561,Status Change
T0000473,In Progress,2024-08-15 16:49:37.822324,Status Change
T0002925,In Progress,2025-05-01 07:57:40.129823,Reassigned
T0002351,Pending User,2025-02-27 00:40:38.527194,Status Change
T0001771,Open,2024-12-30 19:51:48.524794,Created
T0001704,Open,2024-12-23 09:41:48.524794,Created
T0002422,Open,2025-03-05 06:35:48.524794,Assigned
T0001560,Resolved,2024-12-08 15:11:07.644886,Status Change
T0001889,Pending User,2025-01-11 00:36:30.654818,Status Change
T0001298,Pending User,2024-11-11 08:50:31.026549,Status Change
T0000803,Closed,2024-09-19 06:39:44.076435,Closed
T0000367,In-Progress,2024-08-07 20:41:01.537107,Status Change
T0003462,In Progress,2025-06-23 14:39:38.846032,Status Change
T0004140,In Progress,2025-09-03 09:36:14.979668,Status Change
T0001235,Open,2024-11-03 04:01:48.524794,Assigned
T0002572,Open,2025-03-22 11:32:48.524794,Assigned
T0003509,In Progress,2025-06-29 19:00:59.993141,REASSIGNED
T0003674,Pending User,2025-07-14 23:50:12.564986,Status Change
T0000357,Open,2024-08-04 10:41:48.524794,Created
T0002169,In Progress,2025-02-10 08:12:31.284234,Reassigned
T0002320,Open,2025-02-22 07:55:48.524794,Created
T0002329,In Progress,2025-02-24 07:23:23.845199,Status Change
T0002864,Pending User,2025-04-23 15:00:59.643163,Status Change
T0000952,Closed,2024-10-05 11:06:49.690259,Closed
T0001902,Closed,2025-01-12 02:54:46.379203,Closed
T0001456,Open,2024-11-26 08:11:48.524794,Created
T0002862,In Progress,2025-04-22 10:04:04.344313,Status Change
T0005187,Open,2025-12-19 21:54:48.524794,Assigned
T0001723,Closed,2024-12-26 13:09:56.729916,Closed
T0003399,IN PROGRESS,2025-06-18 00:25:31.881949,Status Change
T0001286,In Progress,2024-11-09 20:16:54.392546,Reassigned
T0001907,Pending User,2025-01-14 23:53:01.616992,Status Change
T0002924,In Progress,2025-04-30 10:17:31.241298,Status Change
T0001602,Open,2024-12-12 00:12:48.524794,Assigned
T0000437,Open,2024-08-11 05:16:48.524794,Assigned
T0003463,Pending User,2025-06-23 02:21:05.124208,Status Change
T0000756,In Progress,2024-09-16 05:11:49.540595,Reassigned
T0001418,Open,2024-11-23 03:52:48.524794,CREATED
T0000576,Open,2024-08-25 14:14:48.524794,Assigned
T0001762,PENDING USER,2024-12-31 04:21:09.138006,Status Change
T0001615,In Progress,2024-12-15 02:22:36.819473,Status Change
T0001389,Pending User,2024-11-22 06:47:04.937196,Status Change
T0003772,Open,2025-07-24 12:52:48.524794,Assigned
T0002223,In Progress,2025-02-15 07:59:53.882056,Reassigned
T0003731,Open,2025-07-19 08:54:48.524794,Created
T0005131,Pending User,2025-12-16 04:30:46.570503,Status Change
T0000520,Resolved,2024-08-21 05:27:03.213875,Status Change
T0003430,Resolved,2025-06-20 04:11:12.840925,Status Change
T0000177,Open,2024-07-18 15:54:48.524794,Assigned
T0001339,Open,2024-11-14 01:51:48.524794,Created
T0002874,Open,2025-04-24 00:09:48.524794,Assigned
T0004371,In Progress,2025-09-25 09:15:52.931726,Status Change 
T0001359,Closed,2024-11-16 10:38:06.018224,Closed
T0000856,Closed,2024-10-01 00:50:21.798221,Closed
T0002732,Resolved,2025-04-09 22:42:54.395919,Status Change
T0002731,Open,2025-04-07 03:27:48.524794,Created
T0003158,In Progress,2025-05-23 03:44:44.818530,Status Change
T0004824,Open,2025-11-14 04:22:48.524794,Assigned
T0002142,Open,2025-02-05 03:09:48.524794,Assigned
T0004491,In Progress,2025-10-09 21:43:09.211317,Reassigned
T0004570,In Progress,2025-10-17 06:06:30.511288,Status Change
T0002083,Pending User,2025-01-30 19:19:05.551685,Status Change
T0004996,Open,2025-12-01 12:43:48.524794,Assigned
T0004364,Open,2025-09-24 13:01:48.524794,Created
T0003820,Closed,2025-07-30 07:59:01.728211,Closed
T0000095,Open,2024-07-09 23:28:48.524794,Assigned
T0003026,Closed,2025-05-09 11:03:05.271271,Closed
T0004646,Pending User,2025-10-24 23:34:43.336481,Status Change
T0003667,In progress,2025-07-13 17:53:46.939952,Status Change
T0000607,Resolved,2024-08-30 07:50:30.204868,Status Change
T0003929,Open,2025-08-09 21:19:48.524794,Created
T0001104,Pending User,2024-10-22 15:39:13.906230,Status Change
T0000344,Resolved,2024-08-05 13:48:29.201001,status change
T0000334,Open,2024-08-02 04:38:48.524794,Created
T0005087,Open,2025-12-09 06:55:48.524794,Created
T0001051,Closed,2024-10-15 00:53:29.314367,Closed
T0002250,Open,2025-02-15 20:46:48.524794,Created
T0002682,In Progress,2025-04-03 21:44:54.866735,Status Change
T0003809,In Progress,2025-07-28 11:15:51.352833,Status Change
T0001025,Pending_User,2024-10-11 13:09:32.431309,Status Change
T0000672,Open,2024-09-04 17:08:48.524794,Created
T0003419,Pending User,2025-06-19 06:47:03.561354,Status Change
T0004718,In Progress,2025-11-01 06:26:41.622538,Status Change
T0003269,Open,2025-06-01 11:01:48.524794,Created
T0004548,Pending User,2025-10-14 12:59:16.709121,Status Change
T0003735,Open,2025-07-20 04:55:48.524794,Assigned
T0002125,Pending User,2025-02-05 00:12:55.337279,Status Change
T0002633,Pending User,2025-03-29 12:55:44.295475,Status Change
T0000371,Resolved,2024-08-06 10:45:52.963364,Status Change
T0003817,Closed,2025-07-29 11:19:20.779376,Closed
T0002288,Pending User,2025-02-21 17:39:48.711856,Status Change
T0001206,Pending User,2024-10-31 12:16:42.991953,Status Change
T0004856,Open,2025-11-17 09:44:48.524794,Assigned
T0000302,Open,2024-07-30 08:24:48.524794,Created
T0004808,Resolved,2025-11-15 01:57:08.049824,Status Change
T0003754,Closed,2025-07-24 00:10:01.683998,Closed
T0002121,Open,2025-02-02 12:00:48.524794,Created
T0000588,Pending User,2024-08-29 12:51:14.970517,Status Change
T0000671,Open,2024-09-04 16:51:48.524794,Created
T0004036,Open,2025-08-21 01:15:48.524794,Created
T0004321,Open,2025-09-19 08:44:48.524794,Assigned
T0001086,Resolved,2024-10-20 18:05:54.575592,Status Change 
T0003153,Open,2025-05-21 06:58:48.524794,Created
T0004541,Open,2025-10-13 00:08:48.524794,Created
T0005096,Open,2025-12-10 07:08:48.524794,Created
T0003776,Closed,2025-07-25 13:15:30.473098,Closed
T0001461,Resolved,2024-11-27 17:43:21.444732,Status Change
T0002145,Open,2025-02-05 09:21:48.524794,Created
T0004244,Pending User,2025-09-13 20:39:02.073402,Status Change
T0001570,Resolved,2024-12-08 22:00:04.588614,Status Change
T0000035,Resolved,2024-07-05 22:42:24.292998,Status Change
T0001841,Open,2025-01-06 04:51:48.524794,Created
T0004783,Open,2025-11-08 18:50:48.524794,Assigned
T0000151,In Progress,2024-07-18 04:36:02.416243,Status Change
T0001475,Closed,2024-11-28 21:55:12.776020,Closed
T0001420,IN PROGRESS,2024-11-24 16:27:34.074954,Reassigned
T0001939,Closed,2025-01-16 22:35:43.390692,Closed
T0002102,Open,2025-01-31 22:27:48.524794,Created
T0002535,Open,2025-03-23 00:47:11.958109,Reopened
T0001609,Closed,2024-12-13 10:44:08.266500,Closed
T0005119,Closed,2025-12-13 10:10:21.776515,Closed
T0001108,Resolved,2024-10-20 17:58:51.676413,Status Change
T0003896,Open,2025-08-06 23:28:48.524794,Created
T0004046,in progress,2025-08-23 01:15:50.903838,Reassigned
T0002995,Open,2025-05-07 01:43:48.524794,Assigned
T0002852,In Progress,2025-04-22 03:00:31.068272,Reassigned
T0001830,Open,2025-01-04 20:56:48.524794,Created
T0004069,Open,2025-08-25 02:19:48.524794,Created
T0000589,Resolved,2024-08-27 19:23:04.372605,Status Change
T0001290,Open,2024-11-09 14:42:48.524794,Created
T0000198,In Progress,2024-07-21 23:57:47.712628,Status Change
T0002105,Resolved,2025-02-02 07:37:54.241513,Status Change
T0000369,Open,2024-08-05 03:41:48.524794,Assigned
T0002856,Open,2025-04-21 19:36:48.524794,Assigned
T0003827,Open,2025-07-30 05:06:48.524794,Created
T0001454,In Progress,2024-11-28 02:51:58.489604,Status Change
T0001778,Resolved,2024-12-31 20:15:10.590532,Status Change
T0001521,Open,2024-12-03 05:27:48.524794,Assigned
T0004029,In-Progress,2025-08-22 20:16:24.356398,Status Change
T0002012,Pending_User,2025-01-25 23:24:18.334240,Status Change
T0001889,Resolved,2025-01-10 23:11:17.134703,Status Change
T0000321,Resolved,2024-08-02 16:57:27.450144,Status Change
T0000255,Open,2024-07-26 08:20:48.524794,Created
T0001349,Resolved,2024-11-17 01:38:16.918976,Status Change
T0001422,Open,2024-11-23 09:51:48.524794,Created
T0002570,Open,2025-03-22 00:40:48.524794,Created
T0000502,Closed,2024-08-16 13:32:26.930770,Closed
T0001987,Open,2025-01-21 05:40:48.524794,Created
T0004671,Resolved,2025-10-28 03:24:54.809585,Status Change
T0001308,Open,2024-11-10 18:24:48.524794,Created
T0001092,Open,2024-10-18 16:25:48.524794,Created
T0005024,In Progress,2025-12-05 07:05:36.748414,Reassigned
T0004338,Open,2025-09-20 14:25:48.524794,Assigned
T0001817,Pending User,2025-01-03 17:08:36.536574,Status Change
T0001817,Open,2025-01-04 15:29:10.907589,Reopened
T0002143,Resolved,2025-02-06 15:36:04.746970,Status Change
T0003329,Open,2025-06-07 18:04:48.524794,Assigned
T0004009,Open,2025-08-17 20:05:48.524794,Created
T0003165,Closed,2025-05-23 13:15:21.728854,Closed
T0003448,Open,2025-06-20 18:49:48.524794,Assigned
T0004815,Pending User,2025-11-14 15:50:21.894310,Status Change
T0000871,Open,2024-09-25 14:16:48.524794,Created
T0001794,Open,2025-01-01 21:31:48.524794,Assigned
T0001808,Open,2025-01-02 16:31:48.524794,Assigned
T0004579,Closed,2025-10-16 20:39:22.641234,Closed
T0000848,Open,2024-09-23 23:51:48.524794,assigned 
T0004262,Open,2025-09-13 23:01:48.524794,Assigned
T0000933,In-Progress,2024-10-04 18:23:28.780311,STATUS CHANGE 
T0000405,Open,2024-08-07 19:58:48.524794,Created
T0001124,Open,2024-10-21 21:52:48.524794,Assigned
T0000353,Open,2024-08-04 02:57:48.524794,Assigned
T0000812,Open,2024-09-19 15:34:48.524794,Created
T0001479,Open,2024-11-28 18:59:48.524794,Created
T0001711,Resolved,2024-12-26 09:08:29.308267,Status Change
T0000729,Resolved,2024-09-10 20:55:03.837140,Status Change
T0003138,Closed,2025-05-20 01:38:17.041829,Closed
T0004805,In Progress,2025-11-14 17:25:29.844148,Status Change
T0002595,Closed,2025-03-28 00:08:00.741611,Closed
T0000502,Open,2024-08-16 11:10:48.524794,Assigned
T0001324,Closed,2024-11-13 01:29:43.060865,Closed
T0002939,In Progress,2025-05-02 01:10:43.869471,Status Change
T0004112,Pending User,2025-08-31 11:17:05.894089,Status Change
T0000706,Closed,2024-09-11 09:29:05.834041,Closed
T0003258,Open,2025-05-31 22:35:48.524794,Assigned
T0002817,Open,2025-04-17 21:58:48.524794,Created
T0000804,Open,2024-09-19 03:02:48.524794,Created
T0000676,In Progress,2024-09-06 00:55:22.623184,Status Change
T0003913,Resolved,2025-08-10 21:02:43.408862,Status Change
T0004876,Open,2025-11-19 09:40:48.524794,Created
T0001978,Resolved,2025-01-20 18:00:33.071655,Status Change
T0001243,Pending User,2024-11-05 09:12:37.217936,Status Change
T0002157,Pending User,2025-02-07 06:21:28.281030,Status Change
T0001228,Open,2024-11-02 13:19:48.524794,Created
T0002169,In Progress,2025-02-10 02:34:31.067348,Status Change
T0000853,Closed,2024-09-27 23:10:05.053067,Closed
T0003708,Open,2025-07-16 06:42:48.524794,Assigned
T0003794,Resolved,2025-07-28 21:58:20.418120,Status Change
T0000876,Closed,2024-09-27 20:36:20.440413,closed
T0003827,In Progress,2025-07-30 21:24:10.041457,Status Change
T0003422,In Progress,2025-06-21 14:37:17.833206,STATUS CHANGE
T0000538,IN PROGRESS,2024-08-22 04:37:43.830602,Status Change
T0000403,Pending User,2024-08-07 22:02:47.855548,Status Change
T0003577,Open,2025-07-02 11:24:48.524794,Assigned
T0001311,Open,2024-11-10 21:40:48.524794,Created
T0002249,Closed,2025-02-16 12:19:45.200976,Closed
T0002142,In Progress,2025-02-05 23:58:34.447998,Status Change
T0002571,Open,2025-03-22 07:09:48.524794,Created
T0004175,IN PROGRESS,2025-09-08 00:53:13.575299,Status Change
T0002350,Resolved,2025-02-26 21:59:20.439982,Status Change
T0000442,OPEN,2024-08-11 19:30:48.524794,Created
T0003989,In Progress,2025-08-17 05:08:43.911222,Status Change
T0002345,Closed,2025-03-02 09:25:50.571785,Closed
T0004361,Resolved,2025-09-25 00:27:35.577589,Status Change
T0000914,Pending User,2024-09-30 09:22:56.115420,Status Change
T0002840,Open,2025-04-20 04:31:48.524794,Created
T0002172,Pending User,2025-02-10 07:12:24.887477,Status Change
T0001165,Closed,2024-10-27 22:15:09.826563,Closed
T0001447,Open,2024-11-25 17:40:48.524794,Assigned
T0000374,PENDING USER,2024-08-06 00:56:18.722339,Status Change
T0003258,Open,2025-05-31 20:13:48.524794,Created
T0000589,Closed,2024-08-26 17:20:17.263362,Closed
T0003383,Closed,2025-06-14 21:48:00.358159,Closed
T0004401,Open,2025-09-28 06:00:48.524794,Created
T0003705,Closed,2025-07-16 22:54:30.575136,Closed
T0004605,Closed,2025-10-19 22:58:30.113861,Closed
T0003622,Open,2025-07-08 07:46:48.524794,Assigned
T0004105,Open,2025-08-29 13:53:48.524794,Created
T0004551,Open,2025-10-13 22:42:48.524794,Created
T0004914,In Progress,2025-11-24 12:35:32.283355,Status Change
T0001961,Open,2025-01-18 11:16:48.524794,assigned
T0004128,Open,2025-09-01 12:52:48.524794,ASSIGNED
T0004022,Open,2025-08-19 05:14:48.524794,Created
T0000512,In Progress,2024-08-18 23:32:28.703067,Status Change
T0001041,Open,2024-10-13 15:35:48.524794,Assigned
T0005100,Pending_User,2025-12-14 07:43:05.637167,Status Change
T0001116,Closed,2024-10-22 05:30:18.081176,Closed
T0000138,Closed,2024-07-14 20:59:45.383572,Closed
T0003195,In Progress,2025-05-26 05:29:29.488826,Status Change
T0001620,Open,2024-12-13 20:25:48.524794,Created
T0001952,Open,2025-01-17 15:52:48.524794,Created
T0004075,Resolved,2025-08-27 01:42:28.351360,Status Change
T0003651,Pending User,2025-07-11 13:31:04.382605,Status Change
T0000444,In Progress,2024-08-12 18:05:19.469651,Status Change
T0003262,Resolved,2025-06-04 11:29:28.667633,Status Change
T0003055,Open,2025-05-11 15:31:48.524794,Created
T0001700,Open,2024-12-23 03:33:48.524794,Assigned
T0004053,Pending User,2025-08-24 09:23:32.979097,Status Change
T0000573,In Progress,2024-08-25 17:01:43.688896,Status Change
T0003193,Resolved,2025-05-26 16:07:51.054646,Status Change
T0003379,In Progress,2025-06-16 15:49:48.812157,Status Change
T0000049,Open,2024-07-05 09:26:48.524794,Created
T0003960,Open,2025-08-13 07:58:48.524794,Assigned
T0000328,Resolved,2024-08-03 10:32:37.060728,Status Change
T0002891,Open,2025-04-25 12:25:48.524794,Assigned
T0001876,Pending User,2025-01-09 11:25:38.739686,Status Change
T0000922,Open,2024-09-30 14:35:48.524794,Created
T0001655,Open,2024-12-17 14:33:48.524794,Created
T0003242,Open,2025-05-30 03:11:48.524794,Created
T0001846,Open,2025-01-06 10:20:48.524794,Created
T0001140,Pending User,2024-10-24 14:44:49.400217,Status Change
T0000263,Open,2024-07-26 21:24:48.524794,Created
T0004638,In Progress,2025-10-24 02:57:17.915087,Status Change
T0003062,Open,2025-05-12 07:58:48.524794,Created
T0002483,Pending User,2025-03-14 22:59:38.708561,Status Change
T0000571,In Progress,2024-08-25 20:28:38.283006,Status Change
T0003846,In Progress,2025-08-02 04:31:00.694931,Status Change
T0002683,Open,2025-04-02 22:59:48.524794,Created
T0002993,Open,2025-05-06 21:27:48.524794,Assigned
T0002545,Closed,2025-03-19 20:34:38.540101,Closed
T0001530,In Progress,2024-12-05 01:32:54.082788,Status Change
T0001830,Pending User,2025-01-05 14:57:13.758103,Status Change
T0000081,In Progress,2024-07-08 01:45:49.335525,Status Change
T0003652,Pending User,2025-07-11 03:57:46.324920,Status Change
T0004126,Open,2025-09-01 07:53:48.524794,CREATED
T0003559,In Progress,2025-07-01 19:48:15.086420,Status Change
T0001643,In progress,2024-12-17 11:17:11.124354,Status Change
T0001465,Pending User,2024-11-30 07:08:41.791616,Status Change
T0003762,In Progress,2025-07-23 16:01:23.026315,Status Change
T0003711,Open,2025-07-16 13:10:48.524794,Assigned
T0000670,Resolved,2024-09-04 18:11:39.312657,Status Change
T0005029,Open,2025-12-03 18:06:48.524794,Created
T0002376,Open,2025-02-28 11:52:48.524794,Created
T0003172,Open,2025-05-23 06:07:48.524794,Assigned
T0004151,Open,2025-09-03 18:11:48.524794,Assigned
T0000427,Open,2024-08-10 05:03:48.524794,Assigned
T0004804,IN PROGRESS,2025-11-12 12:45:08.730157,Status Change
T0002729,In Progress,2025-04-08 00:35:12.032783,Reassigned
T0001757,Closed,2024-12-29 21:06:01.689616,Closed
T0001415,Resolved,2024-11-23 09:17:44.945080,Status Change
T0000294,Open,2024-07-29 22:24:48.524794,Assigned
T0004902,In-Progress,2025-11-23 07:31:26.724749,Status Change
T0001903,In Progress,2025-01-13 17:07:48.173346,Status Change
T0002948,Closed,2025-05-02 06:41:36.242987,Closed
T0000498,Open,2024-08-16 07:44:48.524794,Assigned
T0003651,Resolved,2025-07-11 22:24:19.183364,Status Change
T0005019,Pending User,2025-12-04 12:13:12.988743,Status Change
T0001079,Open,2024-10-17 17:38:48.524794,Created
T0000371,In Progress,2024-08-07 14:19:59.517706,Status Change
T0003492,Open,2025-06-25 00:52:48.524794,Created
T0002177,Closed,2025-02-12 05:23:48.026020,Closed
T0003326,Pending User,2025-06-08 17:36:02.125586,Status Change
T0003040,Open,2025-05-10 09:33:48.524794,Created
T0003385,Resolved,2025-06-17 02:53:15.704516,Status Change
T0000332,Resolved,2024-08-03 14:17:19.984070,Status Change
T0001395,Open,2024-11-21 07:26:48.524794,Created
T0001112,Open,2024-10-20 23:44:48.524794,Assigned
T0004886,Open,2025-11-20 03:14:48.524794,Assigned
T0000539,Open,2024-08-21 10:04:48.524794,Assigned
T0003079,Closed,2025-05-15 04:12:41.248964,Closed
T0001699,In Progress,2024-12-23 17:48:19.777991,Status Change
T0004936,Resolved,2025-11-26 08:51:23.017594,Status Change
T0001602,In Progress,2024-12-12 14:56:31.532980,Status Change
T0002577,Resolved,2025-03-23 21:39:43.046568,Status Change
T0002545,Resolved,2025-03-21 08:14:54.061531,Status Change
T0000684,In Progress,2024-09-07 19:18:24.509936,Status Change
T0003974,Open,2025-08-14 12:12:48.524794,Created
T0000371,Closed,2024-08-08 04:01:14.686815,Closed
T0000547,Open,2024-08-22 08:42:48.524794,assigned 
T0005095,Resolved,2025-12-12 15:01:18.867006,Status Change
T0004113,In Progress,2025-08-30 18:52:21.104951,Reassigned
T0000304,Open,2024-07-30 09:41:48.524794,Assigned
T0003641,In Progress,2025-07-10 08:31:14.408828,Status Change
T0001047,Closed,2024-10-14 13:19:24.012493,Closed
T0005063,Pending User,2025-12-08 07:30:49.293823,Status Change
T0003904,In Progress,2025-08-10 06:03:25.681589,Status Change
T0002862,Resolved,2025-04-24 01:56:46.605259,Status Change
T0002080,Closed,2025-01-30 03:06:24.174733,Closed
T0003671,Pending User,2025-07-13 12:50:48.027105,Status Change
T0002277,Closed,2025-02-18 06:23:14.731967,Closed
T0000732,Closed,2024-09-10 19:18:39.000355,Closed
T0001525,Open,2024-12-03 23:05:48.524794,Assigned
T0004229,In Progress,2025-09-10 11:50:17.774336,STATUS CHANGE
T0001097,Resolved,2024-10-21 07:38:34.269216,Status Change
T0004973,Resolved,2025-11-30 07:01:52.739664,Status Change
T0000668,In Progress,2024-09-04 13:06:55.722688,Status Change
T0002110,Pending User,2025-02-02 15:32:34.761737,Status Change
T0000096,Open,2024-07-09 21:14:48.524794,Created
T0000616,Open,2024-08-30 09:05:48.524794,Created
T0004811,Resolved,2025-11-13 20:45:27.882886,Status Change
T0004202,Open,2025-09-07 14:49:48.524794,Created
T0000392,Resolved,2024-08-08 15:22:17.604748,Status Change
T0001382,In Progress,2024-11-19 14:36:52.230201,Status Change
T0002212,Resolved,2025-02-13 22:14:43.570979,Status Change
T0002479,Closed,2025-03-12 16:34:11.970975,Closed
T0001174,Resolved,2024-10-29 21:01:13.158754,Status Change
T0003835,Open,2025-07-31 01:26:48.524794,Assigned
T0003093,Open,2025-05-16 02:17:48.524794,Created
T0001661,Pending User,2024-12-19 01:49:22.538207,Status Change
T0004616,Resolved,2025-10-22 15:15:48.290151,Status Change
T0001114,Pending User,2024-10-22 19:18:52.511704,Status Change
T0001292,In Progress,2024-11-11 21:14:38.980414,Status Change
T0004048,In Progress,2025-08-23 23:24:56.931537,Status Change
T0000103,In Progress,2024-07-12 13:08:27.023586,Reassigned
T0003873,Open,2025-08-03 13:41:48.524794,Created
T0000822,Open,2024-09-20 15:49:48.524794,Created
T0000347,Open,2024-08-03 05:28:48.524794,Created
T0004928,Closed,2025-11-25 10:09:03.791072,Closed
T0001249,In Progress,2024-11-06 08:39:48.601811,Status Change
T0004880,Pending User,2025-11-22 22:35:26.586207,Status Change
T0000629,Open,2024-08-31 20:17:48.524794,Created
T0002231,Open,2025-02-13 23:24:48.524794,Created
T0005159,Closed,2025-12-17 10:01:41.682270,Closed
T0000041,Open,2024-07-04 21:36:48.524794,Assigned
T0000977,Resolved,2024-10-06 20:00:13.705494,Status Change
T0003316,Resolved,2025-06-08 13:24:08.304430,Status Change
T0000581,Pending User,2024-08-28 05:04:36.917733,Status Change
T0000266,Open,2024-07-27 05:42:48.524794,Created
T0003633,Open,2025-07-09 00:45:48.524794,Assigned
T0000387,Resolved,2024-08-08 08:36:31.937291,Status Change
T0002679,Open,2025-04-02 09:20:48.524794,Created
T0004550,In Progress,2025-10-15 19:07:25.828034,Reassigned
T0004478,Closed,2025-10-07 12:04:05.035749,Closed
T0000949,In Progress,2024-10-03 17:47:51.193154,Status Change
